Date,Open,High,Low,Close,Adj Close,Volume
2015-04-23,42.000000,42.130001,41.419998,41.650002,41.650002,241500
2015-04-24,41.520000,42.430000,40.750000,41.130001,41.130001,417700
2015-04-27,41.060001,41.060001,39.400002,39.470001,39.470001,507100
2015-04-28,39.340000,39.950001,38.970001,39.419998,39.419998,553100
2015-04-29,39.410000,39.540001,38.779999,39.090000,39.090000,499400
2015-04-30,38.970001,40.320000,38.820000,39.939999,39.939999,673900
2015-05-01,39.790001,40.889999,39.790001,40.520000,40.520000,441600
2015-05-04,40.470001,41.980000,40.470001,41.660000,41.660000,724900
2015-05-05,41.650002,42.139999,40.880001,41.349998,41.349998,630600
2015-05-06,41.400002,41.700001,40.849998,41.330002,41.330002,548700
2015-05-07,41.020000,42.240002,41.020000,41.799999,41.799999,480900
2015-05-08,41.939999,42.619999,41.650002,42.130001,42.130001,417900
2015-05-11,42.160000,42.549999,41.770000,42.200001,42.200001,350900
2015-05-12,42.480000,42.880001,41.980000,42.250000,42.250000,399400
2015-05-13,42.169998,42.500000,41.650002,42.209999,42.209999,371400
2015-05-14,42.160000,42.740002,41.330002,42.110001,42.110001,494100
2015-05-15,42.230000,42.630001,41.389999,41.930000,41.930000,528800
2015-05-18,41.820000,42.540001,41.439999,42.439999,42.439999,365800
2015-05-19,42.439999,42.470001,41.130001,41.240002,41.240002,558400
2015-05-20,41.090000,41.889999,40.990002,41.009998,41.009998,407000
2015-05-21,41.240002,42.130001,40.590000,41.470001,41.470001,396000
2015-05-22,41.340000,41.740002,40.650002,40.770000,40.770000,245600
2015-05-26,40.610001,43.669998,40.549999,43.439999,43.439999,798800
2015-05-27,43.590000,44.720001,43.529999,43.730000,43.730000,622300
2015-05-28,43.349998,44.380001,43.080002,44.310001,44.310001,413200
2015-05-29,44.070000,44.580002,42.520000,42.950001,42.950001,711300
2015-06-01,43.130001,43.200001,41.400002,42.090000,42.090000,600800
2015-06-02,41.529999,44.310001,41.529999,42.529999,42.529999,542600
2015-06-03,42.529999,43.869999,42.520000,43.650002,43.650002,385500
2015-06-04,43.250000,44.389999,43.139999,43.520000,43.520000,507700
2015-06-05,43.330002,43.860001,40.529999,40.740002,40.740002,1510300
2015-06-08,42.150002,42.250000,38.639999,39.009998,39.009998,2101200
2015-06-09,38.750000,38.959999,36.009998,36.610001,36.610001,2805100
2015-06-10,36.000000,36.029999,28.860001,29.520000,29.520000,7534200
2015-06-11,30.049999,30.450001,28.250000,28.549999,28.549999,4321700
2015-06-12,29.000000,29.100000,27.709999,28.070000,28.070000,2420200
2015-06-15,28.100000,28.100000,27.030001,27.090000,27.090000,2204900
2015-06-16,27.070000,27.670000,26.530001,27.209999,27.209999,1849000
2015-06-17,27.090000,28.059999,26.879999,27.100000,27.100000,1126700
2015-06-18,27.209999,28.549999,27.049999,28.150000,28.150000,1341300
2015-06-19,28.750000,29.770000,27.750000,29.230000,29.230000,1656400
2015-06-22,29.559999,29.950001,28.360001,28.370001,28.370001,833400
2015-06-23,28.190001,29.379999,28.129999,28.809999,28.809999,969300
2015-06-24,28.809999,29.799999,28.389999,28.799999,28.799999,935900
2015-06-25,29.090000,29.139999,28.150000,28.280001,28.280001,643000
2015-06-26,28.400000,28.770000,27.750000,28.120001,28.120001,1549500
2015-06-29,28.070000,28.110001,26.900000,27.020000,27.020000,1005000
2015-06-30,27.070000,27.530001,26.620001,26.700001,26.700001,1338300
2015-07-01,26.959999,26.959999,25.879999,26.530001,26.530001,1199600
2015-07-02,26.420000,26.480000,25.330000,25.530001,25.530001,1102600
2015-07-06,25.290001,25.780001,24.680000,24.840000,24.840000,1878300
2015-07-07,25.100000,25.620001,24.639999,25.340000,25.340000,1758600
2015-07-08,25.180000,25.350000,23.490000,24.129999,24.129999,1320900
2015-07-09,24.250000,24.950001,23.059999,23.230000,23.230000,1142300
2015-07-10,23.370001,23.820000,23.040001,23.750000,23.750000,922200
2015-07-13,24.010000,24.410000,23.639999,23.680000,23.680000,681400
2015-07-14,23.629999,23.969999,23.400000,23.840000,23.840000,588200
2015-07-15,23.910000,23.959999,22.660000,22.940001,22.940001,2325500
2015-07-16,23.080000,23.090000,21.830000,22.360001,22.360001,1433500
2015-07-17,22.200001,22.410000,21.809999,22.150000,22.150000,834700
2015-07-20,22.129999,22.320000,21.650000,22.000000,22.000000,825700
2015-07-21,22.000000,22.190001,21.730000,22.020000,22.020000,950000
2015-07-22,22.020000,22.490000,21.600000,21.959999,21.959999,1312300
2015-07-23,22.180000,22.370001,21.809999,22.080000,22.080000,675200
2015-07-24,22.020000,22.959999,22.020000,22.190001,22.190001,677500
2015-07-27,22.360001,22.389999,21.180000,21.440001,21.440001,1114700
2015-07-28,21.889999,22.040001,20.980000,21.809999,21.809999,869600
2015-07-29,21.670000,21.920000,21.430000,21.860001,21.860001,485700
2015-07-30,21.900000,22.000000,21.290001,21.290001,21.290001,734800
2015-07-31,21.290001,21.559999,20.860001,21.549999,21.549999,1000300
2015-08-03,22.510000,22.740000,19.090000,19.389999,19.389999,3150900
2015-08-04,19.410000,21.090000,19.080000,20.809999,20.809999,1465200
2015-08-05,20.820000,21.430000,20.700001,21.340000,21.340000,980300
2015-08-06,21.660000,23.480000,21.360001,23.340000,23.340000,1640000
2015-08-07,23.500000,24.559999,23.480000,24.389999,24.389999,1552500
2015-08-10,24.389999,24.980000,24.209999,24.469999,24.469999,1116400
2015-08-11,24.500000,25.440001,24.209999,25.180000,25.180000,1387700
2015-08-12,25.000000,25.430000,24.299999,25.370001,25.370001,1149600
2015-08-13,25.190001,25.549999,24.870001,25.000000,25.000000,610200
2015-08-14,25.150000,25.430000,24.650000,25.180000,25.180000,719100
2015-08-17,25.250000,25.680000,25.059999,25.370001,25.370001,395800
2015-08-18,25.469999,25.549999,23.799999,24.080000,24.080000,765400
2015-08-19,24.030001,24.100000,23.139999,23.340000,23.340000,656200
2015-08-20,23.469999,24.100000,21.760000,22.969999,22.969999,1209100
2015-08-21,22.440001,23.219999,22.219999,22.639999,22.639999,999800
2015-08-24,21.700001,22.209999,21.000000,21.980000,21.980000,795000
2015-08-25,23.000000,23.990000,22.770000,23.250000,23.250000,1983300
2015-08-26,23.600000,24.090000,22.990000,24.000000,24.000000,1038600
2015-08-27,24.049999,28.309999,24.049999,26.930000,26.930000,2368300
2015-08-28,26.370001,27.549999,26.129999,27.299999,27.299999,686500
2015-08-31,27.430000,27.889999,26.480000,26.680000,26.680000,855500
2015-09-01,25.990000,26.610001,25.900000,26.150000,26.150000,878600
2015-09-02,26.370001,26.879999,26.120001,26.690001,26.690001,564900
2015-09-03,26.709999,27.400000,26.480000,27.139999,27.139999,562900
2015-09-04,26.740000,27.459999,26.299999,27.200001,27.200001,507900
2015-09-08,27.400000,27.469999,26.590000,26.809999,26.809999,1080100
2015-09-09,26.889999,27.000000,25.680000,25.750000,25.750000,949200
2015-09-10,25.690001,26.180000,25.420000,25.740000,25.740000,555100
2015-09-11,25.700001,26.040001,25.080000,25.780001,25.780001,549600
2015-09-14,25.740000,25.750000,25.090000,25.270000,25.270000,755500
2015-09-15,25.240000,25.600000,25.000000,25.000000,25.000000,590300
2015-09-16,25.100000,25.590000,25.010000,25.400000,25.400000,452900
2015-09-17,25.580000,26.670000,25.559999,25.719999,25.719999,740700
2015-09-18,25.270000,25.830000,25.150000,25.379999,25.379999,906000
2015-09-21,25.730000,27.049999,25.490000,26.000000,26.000000,602200
2015-09-22,25.639999,26.530001,25.580000,25.590000,25.590000,703000
2015-09-23,25.709999,26.139999,24.950001,25.139999,25.139999,464200
2015-09-24,25.200001,25.200001,24.340000,25.040001,25.040001,424900
2015-09-25,25.120001,25.500000,24.639999,24.670000,24.670000,486300
2015-09-28,24.590000,25.059999,23.299999,23.420000,23.420000,885100
2015-09-29,23.500000,24.139999,23.209999,23.719999,23.719999,587900
2015-09-30,24.750000,24.750000,22.459999,22.600000,22.600000,1243900
2015-10-01,22.590000,24.719999,22.590000,23.950001,23.950001,1262200
2015-10-02,23.670000,24.850000,23.530001,24.799999,24.799999,433000
2015-10-05,24.700001,25.400000,24.389999,24.420000,24.420000,478000
2015-10-06,24.870001,25.490000,24.610001,25.299999,25.299999,601400
2015-10-07,25.209999,26.209999,25.209999,25.540001,25.540001,348400
2015-10-08,25.730000,26.379999,25.500000,26.160000,26.160000,531500
2015-10-09,26.120001,26.200001,24.969999,25.610001,25.610001,564200
2015-10-12,25.850000,25.850000,25.020000,25.420000,25.420000,268800
2015-10-13,25.200001,25.559999,24.639999,25.170000,25.170000,419900
2015-10-14,25.190001,25.780001,24.180000,24.410000,24.410000,573200
2015-10-15,24.270000,25.879999,24.160000,25.360001,25.360001,449400
2015-10-16,25.299999,25.680000,23.299999,23.879999,23.879999,760600
2015-10-19,23.879999,24.450001,23.200001,24.340000,24.340000,629100
2015-10-20,24.400000,24.840000,24.000000,24.650000,24.650000,433100
2015-10-21,24.690001,24.790001,23.709999,24.020000,24.020000,490000
2015-10-22,24.170000,24.170000,23.200001,23.830000,23.830000,462400
2015-10-23,23.580000,24.070000,22.570000,23.180000,23.180000,643000
2015-10-26,23.110001,23.360001,22.660000,22.730000,22.730000,307200
2015-10-27,22.490000,22.559999,21.020000,22.410000,22.410000,848300
2015-10-28,22.459999,23.639999,22.389999,23.400000,23.400000,405500
2015-10-29,23.270000,23.600000,22.910000,23.600000,23.600000,419300
2015-10-30,23.410000,23.590000,22.770000,23.370001,23.370001,490400
2015-11-02,23.360001,23.780001,22.850000,23.530001,23.530001,332800
2015-11-03,23.430000,24.230000,23.350000,23.950001,23.950001,411600
2015-11-04,23.980000,24.230000,23.650000,23.900000,23.900000,242800
2015-11-05,23.980000,24.480000,23.170000,23.530001,23.530001,411500
2015-11-06,23.200001,24.350000,23.200001,24.090000,24.090000,458500
2015-11-09,24.180000,25.240000,23.620001,24.790001,24.790001,516300
2015-11-10,24.500000,25.100000,23.740000,24.809999,24.809999,369700
2015-11-11,24.469999,24.870001,23.530001,24.790001,24.790001,547900
2015-11-12,24.660000,24.750000,23.420000,23.520000,23.520000,558600
2015-11-13,23.469999,23.469999,21.930000,22.170000,22.170000,756300
2015-11-16,22.170000,22.969999,21.950001,22.920000,22.920000,377700
2015-11-17,23.080000,23.660000,22.270000,22.370001,22.370001,403900
2015-11-18,22.580000,22.950001,21.129999,21.860001,21.860001,815200
2015-11-19,21.650000,22.250000,20.250000,20.440001,20.440001,826800
2015-11-20,20.709999,21.100000,19.820000,19.959999,19.959999,900200
2015-11-23,19.920000,21.139999,19.870001,20.370001,20.370001,561200
2015-11-24,20.379999,20.820000,20.070000,20.500000,20.500000,313900
2015-11-25,20.580000,22.459999,20.530001,22.459999,22.459999,889700
2015-11-27,22.030001,22.760000,21.379999,22.150000,22.150000,445700
2015-11-30,22.080000,22.510000,21.110001,22.129999,22.129999,915700
2015-12-01,22.250000,22.549999,21.420000,21.719999,21.719999,626700
2015-12-02,22.420000,22.420000,20.150000,20.410000,20.410000,958800
2015-12-03,20.160000,21.309999,18.030001,19.000000,19.000000,2068300
2015-12-04,19.100000,20.290001,19.080000,19.969999,19.969999,1043600
2015-12-07,19.770000,20.200001,19.600000,19.980000,19.980000,987900
2015-12-08,19.900000,20.170000,19.820000,20.129999,20.129999,612300
2015-12-09,20.180000,20.770000,20.010000,20.760000,20.760000,656900
2015-12-10,21.540001,22.930000,21.059999,21.700001,21.700001,1504400
2015-12-11,21.500000,22.389999,21.030001,22.150000,22.150000,640300
2015-12-14,22.040001,22.040001,20.770000,21.020000,21.020000,575900
2015-12-15,21.020000,21.219999,20.730000,20.830000,20.830000,519800
2015-12-16,21.020000,21.500000,20.180000,20.510000,20.510000,460800
2015-12-17,20.379999,20.389999,19.309999,19.360001,19.360001,939600
2015-12-18,19.280001,19.889999,19.049999,19.459999,19.459999,1302100
2015-12-21,19.719999,20.230000,19.320000,19.660000,19.660000,652000
2015-12-22,19.830000,21.309999,19.639999,20.940001,20.940001,947900
2015-12-23,21.020000,22.420000,20.910000,21.000000,21.000000,622400
2015-12-24,21.040001,21.250000,20.430000,20.790001,20.790001,413400
2015-12-28,20.650000,21.490000,20.610001,20.709999,20.709999,1043100
2015-12-29,20.799999,21.980000,20.600000,20.980000,20.980000,1028200
2015-12-30,21.040001,21.340000,20.139999,20.290001,20.290001,954500
2015-12-31,20.400000,20.590000,20.110001,20.559999,20.559999,512200
2016-01-04,20.480000,20.480000,19.700001,19.790001,19.790001,509000
2016-01-05,20.389999,20.389999,19.350000,19.950001,19.950001,480300
2016-01-06,20.070000,20.430000,18.969999,19.020000,19.020000,667000
2016-01-07,18.610001,19.360001,18.309999,18.360001,18.360001,435400
2016-01-08,19.240000,19.410000,17.959999,18.030001,18.030001,539300
2016-01-11,18.090000,18.500000,17.299999,17.980000,17.980000,574500
2016-01-12,17.930000,18.760000,17.830000,18.760000,18.760000,577400
2016-01-13,18.980000,19.540001,18.370001,18.700001,18.700001,899900
2016-01-14,18.900000,19.000000,17.730000,17.740000,17.740000,885900
2016-01-15,17.629999,17.820000,16.879999,17.139999,17.139999,804700
2016-01-19,17.209999,17.660000,16.760000,16.840000,16.840000,1030600
2016-01-20,16.400000,17.360001,16.270000,16.790001,16.790001,658100
2016-01-21,16.680000,17.430000,16.600000,17.020000,17.020000,425100
2016-01-22,17.450001,18.100000,17.200001,18.030001,18.030001,840200
2016-01-25,18.100000,18.400000,16.790001,16.870001,16.870001,636300
2016-01-26,17.150000,17.270000,16.450001,16.850000,16.850000,485400
2016-01-27,16.740000,17.889999,16.740000,17.410000,17.410000,665100
2016-01-28,17.440001,17.900000,17.330000,17.400000,17.400000,484000
2016-01-29,17.299999,17.879999,16.600000,16.950001,16.950001,513700
2016-02-01,17.000000,17.700001,16.520000,17.670000,17.670000,441100
2016-02-02,17.549999,17.969999,16.809999,16.889999,16.889999,561900
2016-02-03,16.940001,17.490000,16.270000,17.430000,17.430000,441500
2016-02-04,17.330000,18.330000,17.120001,17.690001,17.690001,613200
2016-02-05,17.530001,17.830000,17.240000,17.400000,17.400000,296200
2016-02-08,17.170000,17.309999,16.110001,16.730000,16.730000,542200
2016-02-09,16.299999,16.780001,15.240000,15.250000,15.250000,1148900
2016-02-10,15.310000,15.870000,14.980000,15.010000,15.010000,716200
2016-02-11,14.560000,15.150000,14.560000,15.050000,15.050000,714300
2016-02-12,15.340000,16.080000,15.160000,15.450000,15.450000,447000
2016-02-16,15.830000,16.290001,15.060000,16.190001,16.190001,650400
2016-02-17,16.190001,18.180000,16.110001,18.049999,18.049999,1043500
2016-02-18,17.820000,17.940001,16.230000,17.240000,17.240000,869700
2016-02-19,16.950001,17.250000,16.270000,16.709999,16.709999,367900
2016-02-22,17.209999,17.540001,16.959999,17.040001,17.040001,425000
2016-02-23,16.799999,17.580000,16.799999,17.520000,17.520000,373500
2016-02-24,17.090000,17.520000,16.559999,16.969999,16.969999,520200
2016-02-25,16.459999,17.520000,16.440001,17.520000,17.520000,742000
2016-02-26,17.549999,18.459999,17.330000,18.260000,18.260000,821200
2016-02-29,17.940001,18.430000,17.459999,17.469999,17.469999,483200
2016-03-01,17.500000,17.959999,17.000000,17.170000,17.170000,406900
2016-03-02,17.309999,17.920000,17.020000,17.709999,17.709999,504600
2016-03-03,18.000000,18.170000,17.629999,18.090000,18.090000,793900
2016-03-04,18.389999,18.719999,18.000000,18.049999,18.049999,692300
2016-03-07,18.129999,18.500000,17.820000,18.290001,18.290001,678400
2016-03-08,18.379999,18.500000,17.480000,18.020000,18.020000,536300
2016-03-09,18.020000,18.070000,17.000000,17.059999,17.059999,649600
2016-03-10,17.180000,17.360001,16.510000,16.820000,16.820000,540300
2016-03-11,16.920000,17.330000,16.510000,16.760000,16.760000,501300
2016-03-14,16.790001,17.040001,16.430000,16.660000,16.660000,476900
2016-03-15,16.520000,16.639999,15.510000,15.540000,15.540000,1042500
2016-03-16,15.550000,15.720000,14.890000,15.090000,15.090000,1012800
2016-03-17,15.010000,15.550000,14.590000,15.290000,15.290000,1146400
2016-03-18,15.700000,16.150000,15.490000,16.090000,16.090000,1260800
2016-03-21,16.090000,16.110001,15.200000,15.250000,15.250000,780100
2016-03-22,15.150000,15.190000,14.620000,14.810000,14.810000,1062100
2016-03-23,15.220000,15.220000,14.780000,14.960000,14.960000,816700
2016-03-24,14.820000,15.350000,14.600000,15.000000,15.000000,792200
2016-03-28,15.330000,15.330000,14.760000,14.770000,14.770000,476500
2016-03-29,14.700000,15.100000,14.500000,14.970000,14.970000,487400
2016-03-30,15.100000,15.420000,14.890000,15.120000,15.120000,392200
2016-03-31,15.020000,15.310000,14.910000,15.310000,15.310000,449400
2016-04-01,15.260000,15.440000,14.800000,14.900000,14.900000,494900
2016-04-04,15.000000,15.130000,14.610000,14.780000,14.780000,440100
2016-04-05,14.730000,14.960000,14.260000,14.580000,14.580000,934200
2016-04-06,14.570000,14.740000,14.170000,14.700000,14.700000,617600
2016-04-07,14.550000,14.700000,14.050000,14.340000,14.340000,1017600
2016-04-08,14.390000,14.650000,14.110000,14.450000,14.450000,621400
2016-04-11,14.560000,14.620000,14.250000,14.440000,14.440000,835200
2016-04-12,14.410000,15.180000,14.330000,14.950000,14.950000,640300
2016-04-13,15.330000,16.480000,14.950000,16.440001,16.440001,968800
2016-04-14,16.530001,17.299999,16.280001,16.860001,16.860001,741200
2016-04-15,16.660000,16.950001,16.379999,16.900000,16.900000,489200
2016-04-18,16.610001,16.700001,16.360001,16.540001,16.540001,416700
2016-04-19,16.660000,17.129999,16.600000,17.020000,17.020000,439200
2016-04-20,17.170000,18.770000,17.000000,18.650000,18.650000,1455000
2016-04-21,18.490000,18.879999,17.700001,18.010000,18.010000,902800
2016-04-22,19.010000,19.120001,17.940001,18.120001,18.120001,680900
2016-04-25,18.180000,18.309999,17.600000,17.629999,17.629999,359600
2016-04-26,17.480000,17.879999,17.280001,17.809999,17.809999,379500
2016-04-27,17.660000,18.370001,17.320000,18.150000,18.150000,365100
2016-04-28,18.049999,18.600000,17.680000,18.059999,18.059999,372500
2016-04-29,18.000000,18.040001,16.250000,16.379999,16.379999,1012200
2016-05-02,16.430000,16.549999,15.830000,16.320000,16.320000,533600
2016-05-03,16.070000,16.299999,15.240000,15.490000,15.490000,525200
2016-05-04,15.280000,15.700000,14.460000,14.720000,14.720000,756200
2016-05-05,14.720000,15.140000,13.620000,13.990000,13.990000,1133600
2016-05-06,13.950000,14.180000,13.260000,13.480000,13.480000,819300
2016-05-09,14.020000,14.020000,13.200000,13.680000,13.680000,605700
2016-05-10,13.870000,13.920000,13.210000,13.470000,13.470000,694000
2016-05-11,13.210000,13.400000,12.660000,12.750000,12.750000,1381000
2016-05-12,12.750000,12.800000,11.350000,11.390000,11.390000,1836800
2016-05-13,11.490000,12.070000,11.030000,11.130000,11.130000,1233600
2016-05-16,11.390000,11.450000,11.020000,11.080000,11.080000,1193600
2016-05-17,11.060000,11.430000,10.890000,11.310000,11.310000,1552500
2016-05-18,11.240000,11.250000,10.520000,10.700000,10.700000,1769200
2016-05-19,10.770000,11.260000,10.750000,11.170000,11.170000,1377700
2016-05-20,11.130000,11.990000,11.040000,11.990000,11.990000,1419100
2016-05-23,12.080000,12.540000,11.770000,11.820000,11.820000,1039900
2016-05-24,11.800000,11.970000,11.420000,11.970000,11.970000,851900
2016-05-25,12.050000,12.890000,11.920000,12.520000,12.520000,2126100
2016-05-26,14.190000,14.610000,12.210000,13.340000,13.340000,2877400
2016-05-27,13.100000,13.460000,13.010000,13.300000,13.300000,1115300
2016-05-31,13.270000,13.440000,13.130000,13.260000,13.260000,818700
2016-06-01,13.110000,13.110000,12.420000,12.500000,12.500000,1331400
2016-06-02,12.790000,13.500000,12.700000,13.440000,13.440000,1340100
2016-06-03,13.310000,13.360000,12.780000,13.020000,13.020000,770200
2016-06-06,12.810000,13.460000,12.810000,13.320000,13.320000,611200
2016-06-07,13.450000,13.730000,13.340000,13.500000,13.500000,975100
2016-06-08,13.750000,13.760000,13.100000,13.500000,13.500000,573500
2016-06-09,13.500000,13.500000,12.800000,12.830000,12.830000,646500
2016-06-10,12.710000,12.870000,12.370000,12.500000,12.500000,485400
2016-06-13,12.580000,12.580000,11.990000,12.010000,12.010000,754200
2016-06-14,11.920000,12.330000,11.820000,12.200000,12.200000,483900
2016-06-15,12.190000,13.920000,12.130000,13.190000,13.190000,1041700
2016-06-16,13.000000,13.440000,12.650000,13.410000,13.410000,503100
2016-06-17,13.530000,14.500000,13.470000,14.240000,14.240000,1293100
2016-06-20,14.300000,14.640000,13.880000,13.960000,13.960000,692300
2016-06-21,14.050000,14.160000,13.630000,14.060000,14.060000,426600
2016-06-22,14.100000,14.170000,13.690000,13.710000,13.710000,394500
2016-06-23,13.950000,14.050000,13.740000,13.840000,13.840000,273200
2016-06-24,13.030000,13.850000,12.820000,13.490000,13.490000,1838600
2016-06-27,13.330000,13.330000,12.120000,12.560000,12.560000,623200
2016-06-28,12.770000,13.070000,12.580000,12.970000,12.970000,462100
2016-06-29,13.220000,13.660000,13.040000,13.340000,13.340000,436600
2016-06-30,13.630000,13.660000,13.150000,13.610000,13.610000,492300
2016-07-01,13.500000,13.940000,13.350000,13.890000,13.890000,488800
2016-07-05,13.630000,13.790000,12.770000,12.980000,12.980000,388200
2016-07-06,12.890000,13.240000,12.720000,13.140000,13.140000,279300
2016-07-07,13.270000,13.770000,13.020000,13.400000,13.400000,497000
2016-07-08,13.600000,14.490000,13.550000,14.060000,14.060000,628200
2016-07-11,13.950000,14.580000,13.840000,14.480000,14.480000,386900
2016-07-12,14.480000,14.890000,14.480000,14.850000,14.850000,494000
2016-07-13,14.700000,14.870000,13.890000,14.050000,14.050000,350500
2016-07-14,14.060000,14.330000,13.520000,13.710000,13.710000,339300
2016-07-15,13.780000,14.340000,13.730000,14.100000,14.100000,397600
2016-07-18,14.170000,14.900000,14.140000,14.840000,14.840000,340400
2016-07-19,14.680000,14.720000,14.040000,14.080000,14.080000,311900
2016-07-20,14.220000,15.080000,14.100000,14.900000,14.900000,363800
2016-07-21,14.890000,15.500000,14.720000,14.730000,14.730000,606100
2016-07-22,14.750000,15.070000,14.440000,14.980000,14.980000,190500
2016-07-25,14.860000,16.090000,14.820000,15.630000,15.630000,499700
2016-07-26,15.500000,15.680000,15.000000,15.020000,15.020000,616600
2016-07-27,15.050000,15.470000,14.700000,15.050000,15.050000,376300
2016-07-28,14.960000,15.390000,14.680000,15.050000,15.050000,190900
2016-07-29,14.880000,15.470000,14.840000,15.410000,15.410000,206000
